date,description,amount,type,category,source,month,year
2024-10-02,CONCERT VENUE,-91.53,Sale,Entertainment,fake_creditcard_1,2024-10,2024
2024-10-03,CHIPOTLE,-20.68,Sale,Food & Drink,fake_creditcard_1,2024-10,2024
2024-10-03,CHIPOTLE,-8.0,Sale,Food & Drink,fake_creditcard_1,2024-10,2024
2024-10-06,Citibank Card Payment,-93.47,Debit,Credit Card Payment,fake_checking_account,2024-10,2024
2024-10-07,Trader Joe’s,-53.07,Debit,Groceries,fake_checking_account,2024-10,2024
2024-10-08,Comcast Internet Service,-83.86,Debit,Utilities,fake_checking_account,2024-10,2024
2024-10-08,Citibank Card Payment,-55.32,Debit,Credit Card Payment,fake_checking_account,2024-10,2024
2024-10-09,Whole Foods Market,-61.88,Debit,Groceries,fake_checking_account,2024-10,2024
2024-10-11,ACH Credit ACME CORP – PAYROLL,3404.57,Credit,Payroll,fake_checking_account,2024-10,2024
2024-10-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-10,2024
2024-10-13,AT&T Wireless Payment,-101.98,Debit,Utilities,fake_checking_account,2024-10,2024
2024-10-14,ATT*BILL PAYMENT 800-288-2020 TX,-83.31,Debit,Services,fake_creditcard2,2024-10,2024
2024-10-15,BALSMIQ,-16.16,Sale,Shopping,fake_creditcard_1,2024-10,2024
2024-10-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-10,2024
2024-10-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-10,2024
2024-10-20,AMC THEATRES RETURN,29.32,Refund,Entertainment,fake_creditcard_1,2024-10,2024
2024-10-21,Chase Sapphire Payment,-1411.99,Debit,Credit Card Payment,fake_checking_account,2024-10,2024
2024-10-22,Citibank Card Payment,-83.31,Debit,Credit Card Payment,fake_checking_account,2024-10,2024
2024-10-22,NETFLIX.COM,-15.99,Sale,Subscriptions,fake_creditcard_1,2024-10,2024
2024-10-23,Electric Company Bill,-118.74,Debit,Utilities,fake_checking_account,2024-10,2024
2024-10-25,ACH Credit ACME CORP – PAYROLL,3166.99,Credit,Payroll,fake_checking_account,2024-10,2024
2024-10-26,STARBUCKS,-8.47,Sale,Food & Drink,fake_creditcard_1,2024-10,2024
2024-10-27,BALSMIQ,-18.38,Sale,Shopping,fake_creditcard_1,2024-10,2024
2024-10-28,CITY PARKING METER,-14.81,Debit,Transportation,fake_creditcard2,2024-10,2024
2024-10-28,NIKE.COM,-85.53,Sale,Shopping,fake_creditcard_1,2024-10,2024
2024-10-29,APPLE.COM/BILL,-3.76,Sale,Subscriptions,fake_creditcard_1,2024-10,2024
2024-11-01,Rent Payment – Property Mgmt,-2130.98,Debit,Housing,fake_checking_account,2024-11,2024
2024-11-03,BARNES & NOBLE,-48.86,Sale,Shopping,fake_creditcard_1,2024-11,2024
2024-11-04,ATT*BILL PAYMENT 800-288-2020 TX,-102.87,Debit,Services,fake_creditcard2,2024-11,2024
2024-11-05,SWEETGREEN,-18.92,Sale,Food & Drink,fake_creditcard_1,2024-11,2024
2024-11-08,ACH Credit ACME CORP – PAYROLL,3427.55,Credit,Payroll,fake_checking_account,2024-11,2024
2024-11-08,Comcast Internet Service,-82.0,Debit,Utilities,fake_checking_account,2024-11,2024
2024-11-09,Citibank Card Payment,-14.81,Debit,Credit Card Payment,fake_checking_account,2024-11,2024
2024-11-11,CITY PARKING METER,-10.34,Debit,Transportation,fake_creditcard2,2024-11,2024
2024-11-12,GIFTS & DONATIONS,-57.42,Sale,Gifts & Donations,fake_creditcard_1,2024-11,2024
2024-11-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-11,2024
2024-11-13,AT&T Wireless Payment,-87.58,Debit,Utilities,fake_checking_account,2024-11,2024
2024-11-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-11,2024
2024-11-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-11,2024
2024-11-21,Chase Sapphire Payment,-256.02,Debit,Credit Card Payment,fake_checking_account,2024-11,2024
2024-11-21,Citibank Card Payment,-113.21,Debit,Credit Card Payment,fake_checking_account,2024-11,2024
2024-11-22,ACH Credit ACME CORP – PAYROLL,3317.73,Credit,Payroll,fake_checking_account,2024-11,2024
2024-11-23,Electric Company Bill,-74.11,Debit,Utilities,fake_checking_account,2024-11,2024
2024-11-25,BARNES & NOBLE,-31.41,Sale,Shopping,fake_creditcard_1,2024-11,2024
2024-11-25,Amazon Marketplace,-59.61,Debit,Shopping,fake_checking_account,2024-11,2024
2024-11-25,COSTCO GAS #0422,-48.43,Debit,Vehicle Services,fake_creditcard2,2024-11,2024
2024-11-29,STARBUCKS,-9.67,Sale,Food & Drink,fake_creditcard_1,2024-11,2024
2024-12-01,Rent Payment – Property Mgmt,-2417.14,Debit,Housing,fake_checking_account,2024-12,2024
2024-12-02,LYFT 1 RIDE 12-02,-14.06,Sale,Travel,fake_creditcard_1,2024-12,2024
2024-12-02,CITY PARKING METER,-5.43,Debit,Transportation,fake_creditcard2,2024-12,2024
2024-12-04,SP ALLBIRDS,-90.63,Sale,Shopping,fake_creditcard_1,2024-12,2024
2024-12-05,Citibank Card Payment,-48.43,Debit,Credit Card Payment,fake_checking_account,2024-12,2024
2024-12-06,ACH Credit ACME CORP – PAYROLL,3602.36,Credit,Payroll,fake_checking_account,2024-12,2024
2024-12-06,WHOLE FOODS MARKET #909,-61.6,Sale,Groceries,fake_creditcard_1,2024-12,2024
2024-12-06,AMC THEATRES,-40.96,Sale,Entertainment,fake_creditcard_1,2024-12,2024
2024-12-08,Comcast Internet Service,-89.39,Debit,Utilities,fake_checking_account,2024-12,2024
2024-12-10,REI,-62.73,Sale,Shopping,fake_creditcard_1,2024-12,2024
2024-12-11,SQ *THE BOUNCE PLACE,-25.41,Sale,Entertainment,fake_creditcard_1,2024-12,2024
2024-12-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2024-12,2024
2024-12-12,UNITED AIRLINES,-360.53,Sale,Travel,fake_creditcard_1,2024-12,2024
2024-12-13,AT&T Wireless Payment,-109.77,Debit,Utilities,fake_checking_account,2024-12,2024
2024-12-14,CHIPOTLE,-17.97,Sale,Food & Drink,fake_creditcard_1,2024-12,2024
2024-12-14,SQ *LA TAQUERIA,-13.25,Sale,Food & Drink,fake_creditcard_1,2024-12,2024
2024-12-14,GIFTS & DONATIONS,-41.72,Sale,Gifts & Donations,fake_creditcard_1,2024-12,2024
2024-12-15,GOOGLE *YOUTUBE,-10.76,Sale,Subscriptions,fake_creditcard_1,2024-12,2024
2024-12-15,SQ *THE BOUNCE PLACE,-23.79,Sale,Entertainment,fake_creditcard_1,2024-12,2024
2024-12-16,LYFT 1 RIDE 12-16,-12.72,Sale,Travel,fake_creditcard_1,2024-12,2024
2024-12-16,ATT*BILL PAYMENT 800-288-2020 TX,-115.85,Debit,Services,fake_creditcard2,2024-12,2024
2024-12-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2024-12,2024
2024-12-18,UNITED AIRLINES,-396.57,Sale,Travel,fake_creditcard_1,2024-12,2024
2024-12-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2024-12,2024
2024-12-20,Citibank Card Payment,-5.43,Debit,Credit Card Payment,fake_checking_account,2024-12,2024
2024-12-20,ACH Credit ACME CORP – PAYROLL,3413.53,Credit,Payroll,fake_checking_account,2024-12,2024
2024-12-20,AIRBNB,-207.98,Sale,Travel,fake_creditcard_1,2024-12,2024
2024-12-20,REI,-69.17,Sale,Shopping,fake_creditcard_1,2024-12,2024
2024-12-21,Chase Sapphire Payment,-166.28,Debit,Credit Card Payment,fake_checking_account,2024-12,2024
2024-12-21,APPLE.COM/BILL,-12.74,Sale,Subscriptions,fake_creditcard_1,2024-12,2024
2024-12-22,AMC THEATRES,-32.02,Sale,Entertainment,fake_creditcard_1,2024-12,2024
2024-12-23,Electric Company Bill,-131.44,Debit,Utilities,fake_checking_account,2024-12,2024
2024-12-23,COSTCO GAS #0422,-49.93,Debit,Vehicle Services,fake_creditcard2,2024-12,2024
2024-12-29,SEPHORA,-66.28,Sale,Shopping,fake_creditcard_1,2024-12,2024
2024-12-30,COSTCO GAS #0422,-55.25,Debit,Vehicle Services,fake_creditcard2,2024-12,2024
2024-12-30,SPOTIFY,-10.99,Sale,Subscriptions,fake_creditcard_1,2024-12,2024
2025-01-01,Rent Payment – Property Mgmt,-2412.75,Debit,Housing,fake_checking_account,2025-01,2025
2025-01-03,CHIPOTLE,-19.57,Sale,Food & Drink,fake_creditcard_1,2025-01,2025
2025-01-03,ACH Credit ACME CORP – PAYROLL,3212.34,Credit,Payroll,fake_checking_account,2025-01,2025
2025-01-05,Citibank Card Payment,-221.03,Debit,Credit Card Payment,fake_checking_account,2025-01,2025
2025-01-06,COSTCO GAS #0422,-54.67,Debit,Vehicle Services,fake_creditcard2,2025-01,2025
2025-01-08,Comcast Internet Service,-89.22,Debit,Utilities,fake_checking_account,2025-01,2025
2025-01-09,GOOGLE *YOUTUBE,-17.24,Sale,Subscriptions,fake_creditcard_1,2025-01,2025
2025-01-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-01,2025
2025-01-13,AT&T Wireless Payment,-92.32,Debit,Utilities,fake_checking_account,2025-01,2025
2025-01-14,AIRBNB,-287.71,Sale,Travel,fake_creditcard_1,2025-01,2025
2025-01-17,ACH Credit ACME CORP – PAYROLL,3121.68,Credit,Payroll,fake_checking_account,2025-01,2025
2025-01-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-01,2025
2025-01-18,SPOTIFY RETURN,26.9,Refund,Subscriptions,fake_creditcard_1,2025-01,2025
2025-01-18,NIKE.COM,-64.75,Sale,Shopping,fake_creditcard_1,2025-01,2025
2025-01-19,APPLE.COM/BILL,-8.2,Sale,Subscriptions,fake_creditcard_1,2025-01,2025
2025-01-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-01,2025
2025-01-21,MUSEUM,-47.07,Sale,Entertainment,fake_creditcard_1,2025-01,2025
2025-01-21,Chase Sapphire Payment,-1571.88,Debit,Credit Card Payment,fake_checking_account,2025-01,2025
2025-01-22,DOORDASH,-30.85,Sale,Food & Drink,fake_creditcard_1,2025-01,2025
2025-01-23,Electric Company Bill,-105.76,Debit,Utilities,fake_checking_account,2025-01,2025
2025-01-24,Citibank Card Payment,-54.67,Debit,Credit Card Payment,fake_checking_account,2025-01,2025
2025-01-25,REI,-165.02,Sale,Shopping,fake_creditcard_1,2025-01,2025
2025-01-27,INSTACART,-95.2,Sale,Groceries,fake_creditcard_1,2025-01,2025
2025-01-27,ATT*BILL PAYMENT 800-288-2020 TX,-110.75,Debit,Services,fake_creditcard2,2025-01,2025
2025-01-31,ACH Credit ACME CORP – PAYROLL,3418.39,Credit,Payroll,fake_checking_account,2025-01,2025
2025-02-01,Rent Payment – Property Mgmt,-2196.21,Debit,Housing,fake_checking_account,2025-02,2025
2025-02-03,COSTCO GAS #0422,-66.22,Debit,Vehicle Services,fake_creditcard2,2025-02,2025
2025-02-04,CHIPOTLE,-19.12,Sale,Food & Drink,fake_creditcard_1,2025-02,2025
2025-02-06,Citibank Card Payment,-110.75,Debit,Credit Card Payment,fake_checking_account,2025-02,2025
2025-02-08,Comcast Internet Service,-72.16,Debit,Utilities,fake_checking_account,2025-02,2025
2025-02-10,COSTCO GAS #0422,-26.68,Debit,Vehicle Services,fake_creditcard2,2025-02,2025
2025-02-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-02,2025
2025-02-13,AT&T Wireless Payment,-104.09,Debit,Utilities,fake_checking_account,2025-02,2025
2025-02-14,ACH Credit ACME CORP – PAYROLL,3221.65,Credit,Payroll,fake_checking_account,2025-02,2025
2025-02-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-02,2025
2025-02-17,AMC THEATRES,-17.78,Sale,Entertainment,fake_creditcard_1,2025-02,2025
2025-02-17,CITY PARKING METER,-12.42,Debit,Transportation,fake_creditcard2,2025-02,2025
2025-02-17,GOOGLE *YOUTUBE,-19.33,Sale,Subscriptions,fake_creditcard_1,2025-02,2025
2025-02-18,NIKE.COM,-132.3,Sale,Shopping,fake_creditcard_1,2025-02,2025
2025-02-19,SPOTIFY,-10.99,Sale,Subscriptions,fake_creditcard_1,2025-02,2025
2025-02-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-02,2025
2025-02-20,Citibank Card Payment,-92.9,Debit,Credit Card Payment,fake_checking_account,2025-02,2025
2025-02-21,Chase Sapphire Payment,-708.71,Debit,Credit Card Payment,fake_checking_account,2025-02,2025
2025-02-21,AIRBNB,-328.5,Sale,Travel,fake_creditcard_1,2025-02,2025
2025-02-23,Electric Company Bill,-174.46,Debit,Utilities,fake_checking_account,2025-02,2025
2025-02-24,ATT*BILL PAYMENT 800-288-2020 TX,-112.33,Debit,Services,fake_creditcard2,2025-02,2025
2025-02-25,DOORDASH,-40.02,Sale,Food & Drink,fake_creditcard_1,2025-02,2025
2025-02-25,GOOGLE *YOUTUBE,-21.76,Sale,Subscriptions,fake_creditcard_1,2025-02,2025
2025-02-27,HOTEL,-165.61,Sale,Travel,fake_creditcard_1,2025-02,2025
2025-02-27,DOORDASH,-44.67,Sale,Food & Drink,fake_creditcard_1,2025-02,2025
2025-02-28,ACH Credit ACME CORP – PAYROLL,3342.83,Credit,Payroll,fake_checking_account,2025-02,2025
2025-03-01,Rent Payment – Property Mgmt,-2458.13,Debit,Housing,fake_checking_account,2025-03,2025
2025-03-03,COSTCO GAS #0422,-67.88,Debit,Vehicle Services,fake_creditcard2,2025-03,2025
2025-03-04,GOOGLE *YOUTUBE,-14.59,Sale,Subscriptions,fake_creditcard_1,2025-03,2025
2025-03-08,Comcast Internet Service,-80.91,Debit,Utilities,fake_checking_account,2025-03,2025
2025-03-08,Citibank Card Payment,-79.09,Debit,Credit Card Payment,fake_checking_account,2025-03,2025
2025-03-10,CVS/PHARMACY,-25.09,Sale,Health,fake_creditcard_1,2025-03,2025
2025-03-10,COSTCO GAS #0422,-48.18,Debit,Vehicle Services,fake_creditcard2,2025-03,2025
2025-03-11,Citibank Card Payment,-51.24,Debit,Credit Card Payment,fake_checking_account,2025-03,2025
2025-03-11,MUSEUM,-30.2,Sale,Entertainment,fake_creditcard_1,2025-03,2025
2025-03-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-03,2025
2025-03-13,AT&T Wireless Payment,-112.65,Debit,Utilities,fake_checking_account,2025-03,2025
2025-03-14,ACH Credit ACME CORP – PAYROLL,3397.51,Credit,Payroll,fake_checking_account,2025-03,2025
2025-03-16,GIFTS & DONATIONS,-81.85,Sale,Gifts & Donations,fake_creditcard_1,2025-03,2025
2025-03-17,CHIPOTLE,-14.17,Sale,Food & Drink,fake_creditcard_1,2025-03,2025
2025-03-17,COSTCO GAS #0422,-67.12,Debit,Vehicle Services,fake_creditcard2,2025-03,2025
2025-03-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-03,2025
2025-03-18,AMC THEATRES,-42.3,Sale,Entertainment,fake_creditcard_1,2025-03,2025
2025-03-19,CVS/PHARMACY,-9.76,Sale,Health,fake_creditcard_1,2025-03,2025
2025-03-19,DOORDASH,-49.04,Sale,Food & Drink,fake_creditcard_1,2025-03,2025
2025-03-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-03,2025
2025-03-19,WHOLE FOODS MARKET #567,-60.51,Sale,Groceries,fake_creditcard_1,2025-03,2025
2025-03-21,Chase Sapphire Payment,-887.83,Debit,Credit Card Payment,fake_checking_account,2025-03,2025
2025-03-22,Citibank Card Payment,-116.06,Debit,Credit Card Payment,fake_checking_account,2025-03,2025
2025-03-22,NIKE.COM,-107.81,Sale,Shopping,fake_creditcard_1,2025-03,2025
2025-03-23,Electric Company Bill,-165.41,Debit,Utilities,fake_checking_account,2025-03,2025
2025-03-24,UBER TRIP,-14.79,Sale,Travel,fake_creditcard_1,2025-03,2025
2025-03-24,COSTCO GAS #0422,-27.02,Debit,Vehicle Services,fake_creditcard2,2025-03,2025
2025-03-28,ACH Credit ACME CORP – PAYROLL,3517.01,Credit,Payroll,fake_checking_account,2025-03,2025
2025-03-28,CHIPOTLE,-17.98,Sale,Food & Drink,fake_creditcard_1,2025-03,2025
2025-03-31,CITY PARKING METER,-24.85,Debit,Transportation,fake_creditcard2,2025-03,2025
2025-04-01,Rent Payment – Property Mgmt,-2384.84,Debit,Housing,fake_checking_account,2025-04,2025
2025-04-05,UBER TRIP,-20.05,Sale,Travel,fake_creditcard_1,2025-04,2025
2025-04-07,ATT*BILL PAYMENT 800-288-2020 TX,-109.94,Debit,Services,fake_creditcard2,2025-04,2025
2025-04-07,Citibank Card Payment,-118.99,Debit,Credit Card Payment,fake_checking_account,2025-04,2025
2025-04-07,GIFTS & DONATIONS RETURN,56.02,Refund,Gifts & Donations,fake_creditcard_1,2025-04,2025
2025-04-08,Comcast Internet Service,-73.23,Debit,Utilities,fake_checking_account,2025-04,2025
2025-04-11,ACH Credit ACME CORP – PAYROLL,3385.25,Credit,Payroll,fake_checking_account,2025-04,2025
2025-04-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-04,2025
2025-04-13,AT&T Wireless Payment,-92.2,Debit,Utilities,fake_checking_account,2025-04,2025
2025-04-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-04,2025
2025-04-17,TARGET #636,-111.29,Sale,Shopping,fake_creditcard_1,2025-04,2025
2025-04-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-04,2025
2025-04-21,ATT*BILL PAYMENT 800-288-2020 TX,-115.74,Debit,Services,fake_creditcard2,2025-04,2025
2025-04-21,Chase Sapphire Payment,-485.45,Debit,Credit Card Payment,fake_checking_account,2025-04,2025
2025-04-21,MUSEUM,-34.46,Sale,Entertainment,fake_creditcard_1,2025-04,2025
2025-04-23,Electric Company Bill,-137.83,Debit,Utilities,fake_checking_account,2025-04,2025
2025-04-24,Citibank Card Payment,-109.94,Debit,Credit Card Payment,fake_checking_account,2025-04,2025
2025-04-25,ACH Credit ACME CORP – PAYROLL,3215.01,Credit,Payroll,fake_checking_account,2025-04,2025
2025-04-26,TARGET #209,-52.27,Sale,Shopping,fake_creditcard_1,2025-04,2025
2025-04-27,AMC THEATRES,-42.4,Sale,Entertainment,fake_creditcard_1,2025-04,2025
2025-04-28,CONCERT VENUE,-93.93,Sale,Entertainment,fake_creditcard_1,2025-04,2025
2025-04-28,DOORDASH,-52.62,Sale,Food & Drink,fake_creditcard_1,2025-04,2025
2025-04-30,REI,-117.69,Sale,Shopping,fake_creditcard_1,2025-04,2025
2025-05-01,Rent Payment – Property Mgmt,-2304.21,Debit,Housing,fake_checking_account,2025-05,2025
2025-05-02,CVS Pharmacy,-29.13,Debit,Health,fake_checking_account,2025-05,2025
2025-05-05,CITY PARKING METER,-11.32,Debit,Transportation,fake_creditcard2,2025-05,2025
2025-05-07,HOTEL,-175.39,Sale,Travel,fake_creditcard_1,2025-05,2025
2025-05-08,Comcast Internet Service,-77.24,Debit,Utilities,fake_checking_account,2025-05,2025
2025-05-08,Citibank Card Payment,-164.59,Debit,Credit Card Payment,fake_checking_account,2025-05,2025
2025-05-09,SEPHORA,-37.31,Sale,Shopping,fake_creditcard_1,2025-05,2025
2025-05-09,CVS/PHARMACY,-24.37,Sale,Health,fake_creditcard_1,2025-05,2025
2025-05-09,ACH Credit ACME CORP – PAYROLL,3180.63,Credit,Payroll,fake_checking_account,2025-05,2025
2025-05-09,Starbucks Store,-7.86,Debit,Food & Drink,fake_checking_account,2025-05,2025
2025-05-10,TICKETMASTER,-116.28,Sale,Entertainment,fake_creditcard_1,2025-05,2025
2025-05-11,SQ *THE BOUNCE PLACE,-29.52,Sale,Entertainment,fake_creditcard_1,2025-05,2025
2025-05-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-05,2025
2025-05-12,ATT*BILL PAYMENT 800-288-2020 TX,-106.47,Debit,Services,fake_creditcard2,2025-05,2025
2025-05-13,AT&T Wireless Payment,-92.75,Debit,Utilities,fake_checking_account,2025-05,2025
2025-05-14,CARD SERVICE FEE,-4.79,Fee,Fees,fake_creditcard_1,2025-05,2025
2025-05-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-05,2025
2025-05-17,GOOGLE *YOUTUBE RETURN,15.77,Refund,Subscriptions,fake_creditcard_1,2025-05,2025
2025-05-17,CARD SERVICE FEE,-9.41,Fee,Fees,fake_creditcard_1,2025-05,2025
2025-05-18,REI,-147.81,Sale,Shopping,fake_creditcard_1,2025-05,2025
2025-05-18,BALSMIQ,-13.97,Sale,Shopping,fake_creditcard_1,2025-05,2025
2025-05-18,CONCERT VENUE,-121.54,Sale,Entertainment,fake_creditcard_1,2025-05,2025
2025-05-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-05,2025
2025-05-20,SP ALLBIRDS,-93.82,Sale,Shopping,fake_creditcard_1,2025-05,2025
2025-05-21,STARBUCKS,-9.87,Sale,Food & Drink,fake_creditcard_1,2025-05,2025
2025-05-21,Chase Sapphire Payment,-531.47,Debit,Credit Card Payment,fake_checking_account,2025-05,2025
2025-05-23,ACH Credit ACME CORP – PAYROLL,3557.43,Credit,Payroll,fake_checking_account,2025-05,2025
2025-05-23,Electric Company Bill,-146.7,Debit,Utilities,fake_checking_account,2025-05,2025
2025-05-24,Citibank Card Payment,-162.74,Debit,Credit Card Payment,fake_checking_account,2025-05,2025
2025-05-26,COSTCO GAS #0422,-29.25,Debit,Vehicle Services,fake_creditcard2,2025-05,2025
2025-05-27,CHIPOTLE,-18.06,Sale,Food & Drink,fake_creditcard_1,2025-05,2025
2025-05-30,WALGREENS,-40.38,Sale,Health,fake_creditcard_1,2025-05,2025
2025-05-30,UNITED AIRLINES,-421.81,Sale,Travel,fake_creditcard_1,2025-05,2025
2025-06-01,GOOGLE *YOUTUBE,-13.86,Sale,Subscriptions,fake_creditcard_1,2025-06,2025
2025-06-01,SQ *THE BOUNCE PLACE,-19.57,Sale,Entertainment,fake_creditcard_1,2025-06,2025
2025-06-01,Rent Payment – Property Mgmt,-2384.16,Debit,Housing,fake_checking_account,2025-06,2025
2025-06-02,ATT*BILL PAYMENT 800-288-2020 TX,-90.5,Debit,Services,fake_creditcard2,2025-06,2025
2025-06-06,AMAZON.COM ORDER 826307,-67.93,Sale,Shopping,fake_creditcard_1,2025-06,2025
2025-06-06,ACH Credit ACME CORP – PAYROLL,3285.25,Credit,Payroll,fake_checking_account,2025-06,2025
2025-06-07,Citibank Card Payment,-29.25,Debit,Credit Card Payment,fake_checking_account,2025-06,2025
2025-06-07,WHOLE FOODS MARKET #30,-62.34,Sale,Groceries,fake_creditcard_1,2025-06,2025
2025-06-08,Comcast Internet Service,-73.28,Debit,Utilities,fake_checking_account,2025-06,2025
2025-06-09,ATT*BILL PAYMENT 800-288-2020 TX,-89.64,Debit,Services,fake_creditcard2,2025-06,2025
2025-06-12,TICKETMASTER,-117.85,Sale,Entertainment,fake_creditcard_1,2025-06,2025
2025-06-12,WHOLE FOODS MARKET #511,-72.98,Sale,Groceries,fake_creditcard_1,2025-06,2025
2025-06-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-06,2025
2025-06-13,REI,-127.31,Sale,Shopping,fake_creditcard_1,2025-06,2025
2025-06-13,AT&T Wireless Payment,-99.07,Debit,Utilities,fake_checking_account,2025-06,2025
2025-06-14,INSTACART,-61.37,Sale,Groceries,fake_creditcard_1,2025-06,2025
2025-06-16,COSTCO GAS #0422,-62.4,Debit,Vehicle Services,fake_creditcard2,2025-06,2025
2025-06-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-06,2025
2025-06-17,MUSEUM,-34.07,Sale,Entertainment,fake_creditcard_1,2025-06,2025
2025-06-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-06,2025
2025-06-20,ACH Credit ACME CORP – PAYROLL,3253.05,Credit,Payroll,fake_checking_account,2025-06,2025
2025-06-21,NIKE.COM,-118.71,Sale,Shopping,fake_creditcard_1,2025-06,2025
2025-06-21,STARBUCKS,-8.43,Sale,Food & Drink,fake_creditcard_1,2025-06,2025
2025-06-21,Chase Sapphire Payment,-1248.56,Debit,Credit Card Payment,fake_checking_account,2025-06,2025
2025-06-23,Electric Company Bill,-162.05,Debit,Utilities,fake_checking_account,2025-06,2025
2025-06-23,COSTCO GAS #0422,-33.07,Debit,Vehicle Services,fake_creditcard2,2025-06,2025
2025-06-23,Citibank Card Payment,-180.14,Debit,Credit Card Payment,fake_checking_account,2025-06,2025
2025-06-30,CITY PARKING METER,-22.49,Debit,Transportation,fake_creditcard2,2025-06,2025
2025-07-01,Rent Payment – Property Mgmt,-2365.56,Debit,Housing,fake_checking_account,2025-07,2025
2025-07-04,SQ *THE BOUNCE PLACE,-30.47,Sale,Entertainment,fake_creditcard_1,2025-07,2025
2025-07-04,ACH Credit ACME CORP – PAYROLL,3315.54,Credit,Payroll,fake_checking_account,2025-07,2025
2025-07-06,UNITED AIRLINES,-429.14,Sale,Travel,fake_creditcard_1,2025-07,2025
2025-07-07,LYFT 1 RIDE 07-07,-15.44,Sale,Travel,fake_creditcard_1,2025-07,2025
2025-07-07,COSTCO GAS #0422,-38.96,Debit,Vehicle Services,fake_creditcard2,2025-07,2025
2025-07-08,Comcast Internet Service,-83.78,Debit,Utilities,fake_checking_account,2025-07,2025
2025-07-09,Citibank Card Payment,-159.39,Debit,Credit Card Payment,fake_checking_account,2025-07,2025
2025-07-11,TARGET #575,-76.83,Sale,Shopping,fake_creditcard_1,2025-07,2025
2025-07-12,DOORDASH,-38.39,Sale,Food & Drink,fake_creditcard_1,2025-07,2025
2025-07-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-07,2025
2025-07-13,AT&T Wireless Payment,-93.32,Debit,Utilities,fake_checking_account,2025-07,2025
2025-07-14,ATT*BILL PAYMENT 800-288-2020 TX,-118.87,Debit,Services,fake_creditcard2,2025-07,2025
2025-07-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-07,2025
2025-07-18,AIRBNB,-270.31,Sale,Travel,fake_creditcard_1,2025-07,2025
2025-07-18,APPLE.COM/BILL,-6.48,Sale,Subscriptions,fake_creditcard_1,2025-07,2025
2025-07-18,Target Store,-104.04,Debit,Shopping,fake_checking_account,2025-07,2025
2025-07-18,ACH Credit ACME CORP – PAYROLL,3253.59,Credit,Payroll,fake_checking_account,2025-07,2025
2025-07-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-07,2025
2025-07-19,NETFLIX.COM,-15.99,Sale,Subscriptions,fake_creditcard_1,2025-07,2025
2025-07-21,CITY PARKING METER,-7.88,Debit,Transportation,fake_creditcard2,2025-07,2025
2025-07-21,Citibank Card Payment,-83.79,Debit,Credit Card Payment,fake_checking_account,2025-07,2025
2025-07-21,Chase Sapphire Payment,-704.42,Debit,Credit Card Payment,fake_checking_account,2025-07,2025
2025-07-21,CVS/PHARMACY,-18.29,Sale,Health,fake_creditcard_1,2025-07,2025
2025-07-22,Citibank Card Payment,-74.04,Debit,Credit Card Payment,fake_checking_account,2025-07,2025
2025-07-23,NIKE.COM,-96.87,Sale,Shopping,fake_creditcard_1,2025-07,2025
2025-07-23,Electric Company Bill,-129.71,Debit,Utilities,fake_checking_account,2025-07,2025
