date,description,amount,type,category,source,month,year
2025-08-29,ACH Credit ACME CORP – PAYROLL,3236.58,Credit,Payroll,fake_checking_account,2025-08,2025
2025-09-01,Rent Payment – Property Mgmt,-2349.58,Debit,Housing,fake_checking_account,2025-09,2025
2025-09-08,Comcast Internet Service,-76.72,Debit,Utilities,fake_checking_account,2025-09,2025
2025-09-09,Citibank Card Payment,-77.81,Debit,Credit Card Payment,fake_checking_account,2025-09,2025
2025-09-10,Uber Trip,-24.15,Debit,Transportation,fake_checking_account,2025-09,2025
2025-09-12,ACH Credit ACME CORP – PAYROLL,3129.4,Credit,Payroll,fake_checking_account,2025-09,2025
2025-09-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-09,2025
2025-09-13,AT&T Wireless Payment,-102.78,Debit,Utilities,fake_checking_account,2025-09,2025
2025-09-16,DoorDash,-43.08,Debit,Food & Drink,fake_checking_account,2025-09,2025
2025-09-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-09,2025
2025-09-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-09,2025
2025-09-21,Chase Sapphire Payment,-1303.55,Debit,Credit Card Payment,fake_checking_account,2025-09,2025
2025-09-23,Citibank Card Payment,-140.13,Debit,Credit Card Payment,fake_checking_account,2025-09,2025
2025-09-23,Electric Company Bill,-119.79,Debit,Utilities,fake_checking_account,2025-09,2025
2025-09-26,ACH Credit ACME CORP – PAYROLL,3514.62,Credit,Payroll,fake_checking_account,2025-09,2025
2025-10-01,Rent Payment – Property Mgmt,-2281.41,Debit,Housing,fake_checking_account,2025-10,2025
2025-10-04,CVS Pharmacy,-37.4,Debit,Health,fake_checking_account,2025-10,2025
2025-10-08,Comcast Internet Service,-79.73,Debit,Utilities,fake_checking_account,2025-10,2025
2025-10-10,ACH Credit ACME CORP – PAYROLL,3389.26,Credit,Payroll,fake_checking_account,2025-10,2025
2025-10-10,Citibank Card Payment,-80.3,Debit,Credit Card Payment,fake_checking_account,2025-10,2025
2025-10-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-10,2025
2025-10-12,Citibank Card Payment,-62.59,Debit,Credit Card Payment,fake_checking_account,2025-10,2025
2025-10-13,AT&T Wireless Payment,-100.25,Debit,Utilities,fake_checking_account,2025-10,2025
2025-10-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-10,2025
2025-10-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-10,2025
2025-10-21,Chase Sapphire Payment,-368.87,Debit,Credit Card Payment,fake_checking_account,2025-10,2025
2025-10-23,Electric Company Bill,-125.5,Debit,Utilities,fake_checking_account,2025-10,2025
2025-10-24,ACH Credit ACME CORP – PAYROLL,3266.85,Credit,Payroll,fake_checking_account,2025-10,2025
2025-11-01,Rent Payment – Property Mgmt,-2425.08,Debit,Housing,fake_checking_account,2025-11,2025
2025-11-07,ACH Credit ACME CORP – PAYROLL,3113.17,Credit,Payroll,fake_checking_account,2025-11,2025
2025-11-07,Citibank Card Payment,-24.11,Debit,Credit Card Payment,fake_checking_account,2025-11,2025
2025-11-08,Comcast Internet Service,-81.13,Debit,Utilities,fake_checking_account,2025-11,2025
2025-11-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-11,2025
2025-11-13,AT&T Wireless Payment,-111.89,Debit,Utilities,fake_checking_account,2025-11,2025
2025-11-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-11,2025
2025-11-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-11,2025
2025-11-21,ACH Credit ACME CORP – PAYROLL,3325.31,Credit,Payroll,fake_checking_account,2025-11,2025
2025-11-21,Chase Sapphire Payment,-427.68,Debit,Credit Card Payment,fake_checking_account,2025-11,2025
2025-11-23,Electric Company Bill,-176.75,Debit,Utilities,fake_checking_account,2025-11,2025
2025-11-25,Citibank Card Payment,-56.53,Debit,Credit Card Payment,fake_checking_account,2025-11,2025
2025-11-26,Citibank Card Payment,-60.07,Debit,Credit Card Payment,fake_checking_account,2025-11,2025
2025-11-30,Whole Foods Market,-81.18,Debit,Groceries,fake_checking_account,2025-11,2025
2025-12-01,Rent Payment – Property Mgmt,-2263.88,Debit,Housing,fake_checking_account,2025-12,2025
2025-12-05,ACH Credit ACME CORP – PAYROLL,3354.15,Credit,Payroll,fake_checking_account,2025-12,2025
2025-12-08,Citibank Card Payment,-57.56,Debit,Credit Card Payment,fake_checking_account,2025-12,2025
2025-12-08,Comcast Internet Service,-76.86,Debit,Utilities,fake_checking_account,2025-12,2025
2025-12-12,ACH Debit Netflix Subscription,-15.99,Debit,Entertainment,fake_checking_account,2025-12,2025
2025-12-13,AT&T Wireless Payment,-97.78,Debit,Utilities,fake_checking_account,2025-12,2025
2025-12-17,ACH Debit Spotify,-10.99,Debit,Entertainment,fake_checking_account,2025-12,2025
2025-12-19,ACH Credit ACME CORP – PAYROLL,3359.43,Credit,Payroll,fake_checking_account,2025-12,2025
2025-12-19,Apple iCloud Storage,-2.99,Debit,Utilities,fake_checking_account,2025-12,2025
2025-12-20,Citibank Card Payment,-223.16,Debit,Credit Card Payment,fake_checking_account,2025-12,2025
2025-12-21,Chase Sapphire Payment,-465.33,Debit,Credit Card Payment,fake_checking_account,2025-12,2025
2025-12-23,Electric Company Bill,-130.14,Debit,Utilities,fake_checking_account,2025-12,2025
